session_id,role,content,sequence_id,annotator[consensus][0]TUTOR_MOVE,annotator[consensus][1]TUTOR_MOVE
45130,volunteer,"3 times h(-3), then add 5 times f(4)",90,EXPLAINING_PROCEDURAL,None
45130,volunteer,h(-3) is -6 and f(4) is 2,91,EXPLAINING_PROCEDURAL,None
45130,student,-9 and  20,92,None,None
45130,volunteer,no and no,93,FEEDBACK_INCORRECT,None
45130,volunteer,"what is 3 times h(-3), if h(-3) is -6?",94,PROMPTING_NEXT_STEP,None
45130,student,18,95,None,None
45130,volunteer,+18?,96,PROMPTING_SELF_CORRECTION,None
45130,volunteer,3 times -6,97,PROMPTING_NEXT_STEP,None
45130,student,-18,98,None,None
45130,volunteer,right,99,FEEDBACK_CORRECT,None
45130,volunteer,what is 5 times f(4) if f(4) is 2?,100,PROMPTING_NEXT_STEP,None
45130,student,10,101,None,None
45130,volunteer,right,102,FEEDBACK_CORRECT,None
45130,volunteer,so the answer is -18 + 10. how much is that?,103,PROMPTING_NEXT_STEP,None
45130,student,-8,104,None,None
45130,volunteer,yes,105,FEEDBACK_CORRECT,None
45130,student,is that the answer,106,None,None
45130,volunteer,do you see how this works? they give you a formula that includes values of functions for certain values of x. you find the values of those functions and substitute them into the formula.,107,EXPLAINING_CONCEPTUAL,PROBING_UNDERSTAND
45130,volunteer,"yes, -8 is the answer",108,FEEDBACK_CORRECT,None
45130,student,yes i just get a lil confused because we didnt do this for the last time,109,None,None
45130,volunteer,"here, you replaced h(-3) with -6 and replaced f(4) with 2",110,EXPLAINING_PROCEDURAL,None
45130,volunteer,it was a different formula last time,111,EXPLAINING_CONCEPTUAL,None
45130,volunteer,each problem has its own formula,112,EXPLAINING_CONCEPTUAL,None
45130,volunteer,"first one was h(9)/g(4), I think",113,EXPLAINING_PROCEDURAL,None
45130,volunteer,this one is 3h(-3)+5f(4),114,EXPLAINING_PROCEDURAL,None
45130,volunteer,you need to use whatever formula they give you,115,EXPLAINING_CONCEPTUAL,None
45130,student,oh okay thank you for the help this is the next one give me  a sec,116,None,None
45130,volunteer,ok,117,None,None
45130,volunteer,I'll enlarge,118,TECHNICAL_ISSUES,None
45130,volunteer,what 2 function values do you need to find?,119,PROMPTING_NEXT_STEP,None
45130,student,h(-6) and g (-1),120,None,None
45130,volunteer,correct,121,FEEDBACK_CORRECT,None
45130,volunteer,then you multiply h(-6) times -5 and g(-1) times 4 and add them together,122,EXPLAINING_PROCEDURAL,None
45130,volunteer,how can you find <PERSON>)?,123,PROMPTING_NEXT_STEP,None
45130,student,30 and -4,124,None,None
45130,volunteer,no,125,FEEDBACK_INCORRECT,None
45130,volunteer,you are multiplying -5 times -6 and 4 times -1,126,FEEDBACK_INCORRECT,None
45130,volunteer,"you don't use -6. you use <PERSON>). you don't use -1, you use g(-1)",127,EXPLAINING_PROCEDURAL,None
45130,volunteer,h and g are functions,128,EXPLAINING_CONCEPTUAL,None
45130,volunteer,the thing inside the parens is x,129,EXPLAINING_CONCEPTUAL,None
45130,student,it gave me that im lost,130,None,None
45130,volunteer,"if I tell you that g(x) = -x^2 - 5x -1, do you understand the difference between x and g(x)?",131,PROMPTING_RELATED_CONCEPTS,None
45130,student,yes,132,None,None
45130,volunteer,and h(x) is a line drawn on the graph,133,EXPLAINING_CONCEPTUAL,None
45130,volunteer,h(-6) is not -6. <PERSON>) is the value of y on the line when x is -6,134,EXPLAINING_CONCEPTUAL,None
45130,volunteer,the red line I just drew is where x is -6,135,EXPLAINING_CONCEPTUAL,None
45130,volunteer,"where that line crosses the black line for h(x), you find the value of y",136,EXPLAINING_CONCEPTUAL,None
45130,student,so -6 and -1,137,None,None
45130,volunteer,that will be h(-6),138,EXPLAINING_PROCEDURAL,None
45130,volunteer,NO,139,FEEDBACK_INCORRECT,None
45130,student,that would be in the one circled,140,None,None
45130,volunteer,look at the line of h(x) on the graph,141,GIVING_HINT,None
45130,volunteer,do you see the point where the red line I drew and the green line I drew cross the black line?,142,GIVING_HINT,None
45130,student,TRUE,143,None,None
45130,volunteer,yes!,144,FEEDBACK_CORRECT,None
45130,volunteer,are you starting to get it now?,145,PROBING_UNDERSTAND,None
45130,student,yes i am,146,None,None
45130,student,excuse me but i have to go,147,None,None
45130,student,thank you for the help,148,None,None
45130,volunteer,ok,149,None,None
45130,volunteer,yw,150,None,None
45130,student,have a good day!!!,151,None,None
87932,volunteer,Hi <PERSON>,0,None,None
87932,volunteer,how may i help u tdy?,1,None,None
87932,student,i need help w 3,2,None,None
87932,volunteer,ok,3,None,None
87932,volunteer,did u upload the pic?,4,None,None
87932,student,yes,5,None,None
87932,volunteer,okay lemme refresh,6,None,None
87932,student,kk,7,None,None
87932,volunteer,are u familiar with the formulas for T and N,8,PROBING_PRIOR_KNOWLEDGE,None
87932,student,yes,9,None,None
87932,student,t is v/|v| and N is derivaitve of that over magnitude of it,10,None,None
87932,volunteer,yup,11,FEEDBACK_CORRECT,None
87932,student,ok wait let me try then,12,None,None
87932,volunteer,so could u start working on the board?,13,None,None
87932,student,i think i got it i just wanted to make sure,14,None,None
87932,student,ill give a diff more challenging one,15,None,None
87932,volunteer,so that i can check,16,None,None
87932,student,do <PERSON> for 2 more problems?,17,None,None
87932,volunteer,i think so,18,None,None
87932,student,ok awesome,19,None,None
87932,student,let me upload,20,None,None
87932,student,ill just put it in chat,21,None,None
87932,student,if i put it in chat,22,None,None
87932,student,can we j verfiy answers,23,None,None
87932,student,like i tell u the question,24,None,None
87932,student,and then i solve it on paper,25,None,None
87932,student,and see if we get the same answer,26,None,None
87932,volunteer,we prefer students to solve on board so that we can check their solutions for any errors,27,MANAGING,None
87932,student,ok its just hard cuz im doing it on paper,28,None,None
87932,student,r u there?,29,None,None
87932,volunteer,yup,30,None,None
87932,student,kk,31,None,None
87932,volunteer,my intnt is a bit slow,32,TECHNICAL_ISSUES,None
87932,volunteer,that's just it,33,None,None
87932,student,kk,34,None,None
87932,volunteer,sorry for the delays,35,RAPPORT_BUILDING,None
87932,student,ill send my answer and we can compare,36,None,None
87932,student,if its diff ill show the steps,37,None,None
87932,student,"i have to determine the radius of the osculating circle, of the parabola y=19x^2 at the orign",38,None,None
87932,volunteer,yeah,39,None,None
87932,volunteer,if u could take a pic of ur solution and upload that'd be great,40,None,None
87932,student,kk,41,None,None
87932,student,ok i got 0.03,42,None,None
87932,volunteer,pls upload ur work,43,None,None
87932,student,do u see,44,None,None
87932,volunteer,yup,45,None,None
87932,student,is it right?,46,None,None
87932,volunteer,Is this the answer for part 3?,47,ASKING_TO_CLARIFY_CONTEXT,None
87932,student,no this is a diff problem,48,None,None
87932,student,what is a princial unit normal vector,49,None,None
87932,volunteer,"Okay, but where is the problem? I am sorry I don't know which problem this is",50,ASKING_TO_CLARIFY_CONTEXT,None
87932,volunteer,Principal normal vector is given by N(t)=T'(t)/|T(t)|,51,EXPLAINING_PROCEDURAL,None
87932,student,ok i need u to,52,None,None
87932,student,i put the problem on the board,53,None,None
87932,student,can u check i got the right answer,54,None,None
87932,student,cuz it has to be right,55,None,None
87932,volunteer,oh i see this is a completely different problem,56,None,None
87932,volunteer,let me work on the problem and see,57,STRATEGIZING,None
87932,student,thank u,58,None,None
87932,volunteer,done,59,None,None
87932,student,was i correct?,60,None,None
87932,student,what did u get as the radius rounding to 2 decimals,61,None,None
87932,volunteer,0.03,62,None,None
87932,student,ok i got that,63,None,None
87932,student,ur sure its right right,64,None,None
87932,volunteer,yeah,65,FEEDBACK_CORRECT,None
87932,volunteer,what's up,66,None,None
87932,student,ok ok,67,None,None
87932,student,one second,68,None,None
87932,student,round to 2 decimals placds,69,None,None
87932,student,is 0.03 right,70,None,None
87932,student,my next question is what does the princiapl unit normal vector tell us about a partciles path in space?,71,None,None
87932,student,i said the principal unit normal vector points in the direction in which the particle is turning,72,None,None
87932,volunteer,0.<PHONE_NUMBER> is appr to 0.03 with two decimals so it should be right,73,FEEDBACK_CORRECT,None
87932,student,kk,74,None,None
87932,volunteer,the tangential component of acceleration is in the direction of the unit tangent vector and the normal component of acceleration is in the direction of the principal unit normal vector,75,EXPLAINING_CONCEPTUAL,None
87932,student,yes and abt the particle,76,None,None
87932,volunteer,"i am not sure what u meant by ""the direction in which the particle is turning""",77,ASKING_TO_CLARIFY_CONTEXT,None
87932,student,it says what direction its going in,78,None,None
87932,student,ok ok,79,None,None
87932,student,i have another qestion,80,None,None
87932,student,are you famuliar with the components of acceleration,81,None,None
87932,volunteer,yup,82,None,None
24128,volunteer,Hello!,0,None,None
24128,student,hi,1,None,None
24128,volunteer,What would you like help with today?,2,None,None
24128,student,math,3,None,None
24128,volunteer,"Ok, may I know what specifically is confusing for you?",4,None,None
24128,student,I dont know where to start,5,None,None
24128,volunteer,"Alright, let's begin with looking at the equation.",6,STRATEGIZING,None
24128,volunteer,Can you tell me what you notice about the equations?,7,PROMPTING_SELF_EXPLANATION,None
24128,volunteer,Anything similar?,8,PROMPTING_RELATED_CONCEPTS,None
24128,volunteer,Any differences?,9,PROMPTING_RELATED_CONCEPTS,None
24128,student,three replaces the T,10,None,None
24128,volunteer,"Yes, so if 3 replaces the t on the left side, what do you think you should do?",11,PROMPTING_NEXT_STEP,GIVING_HINT
24128,student,put three in for T?,12,None,None
24128,volunteer,Great job! That's how you get started!,13,PRAISING_PROCESSES,STRATEGIZING
24128,volunteer,"Try the problem now, it should be much easier. Let me know what you get!",14,STRATEGIZING,None
24128,student,37,15,None,None
24128,volunteer,Correct! Awesome job understanding the problem!,16,FEEDBACK_CORRECT,PRAISING_PROCESSES
24128,volunteer,"Would you like another problem to solidify your understanding, or do you think you are fine now?",17,None,None
24128,student,I need to see if I need help with any questions in the rest of the test,18,None,None
24128,volunteer,Alright!,19,None,None
24128,student,when I solve each question can you tell me if it is right or not?,20,None,None
24128,volunteer,Sure!,21,None,None
24128,student,is this right,22,None,None
24128,volunteer,"Umm, not quite, but mistakes are a key step towards success!",23,FEEDBACK_INCORRECT,ENCOURAGING
24128,volunteer,Let's go through why this answer is wrong and how to tackle this type of question!,24,STRATEGIZING,None
24128,volunteer,Wait a second let me look again,25,STRATEGIZING,None
24128,volunteer,That is almost rihgt however it is wrong.,26,FEEDBACK_INCORRECT,ENCOURAGING
24128,volunteer,So let's take a quick look at this problem.,27,None,None
24128,volunteer,What is the first thing we should subtract?,28,PROMPTING_NEXT_STEP,None
24128,student,the X's,29,None,None
24128,volunteer,May i know specifically which X?,30,PROMPTING_NEXT_STEP,None
24128,student,x^2,31,None,None
24128,volunteer,Perfect? What do you get when you subtract 6x^2 and -2x^2,32,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,8x^2,33,None,None
24128,volunteer,Great job! That is your first term. Now let's move on to the next term. What is your next term?,34,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,3x-4x,35,None,None
24128,volunteer,Great! so what do you get when doing that?,36,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,-1x,37,None,None
24128,volunteer,Awesome! You're almost there. You are at your final term. What are your final terms that you have to subtract?,38,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,-8,39,None,None
24128,volunteer,"So, when you do that, what do you get?",40,PROMPTING_NEXT_STEP,None
24128,student,-8,41,None,None
24128,volunteer,You nailed it! That is the correct way to get to the final answer!,42,FEEDBACK_CORRECT,PRAISING_PROCESSES
24128,volunteer,Do you want another problem like this to keep practicing and mastering it?,43,None,None
24128,volunteer,Or would you like to move on,44,None,None
24128,student,this is a test,45,None,None
24128,volunteer,Was this assigned by your school?,46,None,None
24128,volunteer,<SCHOOL>?,47,None,None
24128,student,I do it,48,None,None
24128,student,because my dad said to do it,49,None,None
24128,student,because,50,None,None
24128,student,I am in <GRADE_LEVEL>,51,None,None
24128,student,so I need to do this one,52,None,None
24128,volunteer,"Alright, I can help with that then!",53,None,None
24128,volunteer,Anything else you need help with on the test?,54,None,None
24128,student,yes,55,None,None
24128,student,there is going to be one about function,56,None,None
24128,volunteer,"Oh, ok, is it this one?",57,None,None
24128,student,no,58,None,None
24128,volunteer,Ok.,59,None,None
24128,volunteer,Try this out and I'll let you know if you make any errors.,60,PROMPTING_NEXT_STEP,None
24128,student,is that it,61,None,None
24128,volunteer,"Hmm.. that doesn't seem quite right, do you need help with this topic?",62,FEEDBACK_INCORRECT,None
24128,volunteer,Or do you think you made a small mistake and you can try it again?,63,PROMPTING_SELF_CORRECTION,None
24128,student,I dont know,64,None,None
24128,volunteer,Do you know how to expand two binomials?,65,PROBING_PRIOR_KNOWLEDGE,None
24128,student,what is a binomial,66,None,None
24128,volunteer,"A binomial is like a polynomial, however there are only two terms in the brackets. A binomial for example is (X+1) or (3X+2)",67,EXPLAINING_CONCEPTUAL,GIVING_EXAMPLE
24128,volunteer,Do you know how to expand something like (x+1)(x+4)?,68,PROBING_PRIOR_KNOWLEDGE,None
24128,student,ok,69,None,None
24128,student,ok,70,None,None
24128,volunteer,Let me give you a sample problem like this to help you understand the content.,71,STRATEGIZING,None
24128,student,ok,72,None,None
24128,student,ok,73,None,None
24128,student,ok,74,None,None
24128,student,ok,75,None,None
24128,student,ok,76,None,None
24128,student,ok,77,None,None
24128,student,ok,78,None,None
24128,student,k,79,None,None
24128,student,ok,80,None,None
24128,student,ok,81,None,None
24128,student,ok,82,None,None
24128,student,ok,83,None,None
24128,student,ok,84,None,None
24128,student,ok,85,None,None
24128,student,ok,86,None,None
24128,student,ok,87,None,None
24128,volunteer,Please do not spam imessages n the chat.,88,None,None
24128,student,ok,89,None,None
24128,student,I thought it wasnt sending,90,None,None
24128,student,it wouldn't let me scroll,91,None,None
24128,volunteer,Oh ok,92,None,None
24128,volunteer,Are you sharing your screen right now?,93,None,None
24128,volunteer,It does not show up for me,94,TECHNICAL_ISSUES,None
24128,student,yeds,95,None,None
24128,volunteer,"ok, let me give you a sample problem",96,GIVING_EXAMPLE,None
24128,volunteer,"ok, so what do you start with here?",97,PROMPTING_NEXT_STEP,None
24128,volunteer,Do you see the problem that is written on the board?,98,None,None
24128,student,no,99,None,None
24128,student,oh nevermind,100,None,None
24128,student,yes,101,None,None
24128,student,I do,102,None,None
24128,volunteer,Can you tell me the first thing that you will do? In order to expand the polynomial?,103,PROMPTING_NEXT_STEP,None
24128,student,I dont know how to do ir,104,None,None
24128,volunteer,"Alright, let's begin with a simple way to show you how to do this type of problem",105,STRATEGIZING,None
24128,volunteer,Do you know how to distribute?,106,PROBING_PRIOR_KNOWLEDGE,None
24128,student,yes,107,None,None
24128,volunteer,So the thing we should do here is distribute.,108,STRATEGIZING,None
24128,volunteer,What is the first thing you will distribute to the binomial?,109,PROMPTING_NEXT_STEP,None
24128,student,the a,110,None,None
24128,volunteer,I am talking about the problem on my board,111,None,None
24128,student,the X,112,None,None
24128,volunteer,Specifically which term of the x?,113,PROMPTING_NEXT_STEP,None
24128,student,x to the X^2,114,None,None
24128,volunteer,Perfect! So what do you get when you combine x^2 and x?,115,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,volunteer,aka multiply them?,116,EXPLAINING_PROCEDURAL,None
24128,student,x^3,117,None,None
24128,volunteer,great! That should be the first thing you write here,118,FEEDBACK_CORRECT,STRATEGIZING
24128,volunteer,"now, there is another thing to distribute with the x^2, can you tell me what it is?",119,GIVING_HINT,PROMPTING_NEXT_STEP
24128,volunteer,?,120,None,None
24128,student,3,121,None,None
24128,volunteer,<LOCATION>!,122,None,None
24128,volunteer,so what do you get when you distribute it?,123,PROMPTING_NEXT_STEP,None
24128,student,3x^2,124,None,None
24128,volunteer,Nice job!,125,FEEDBACK_CORRECT,None
24128,volunteer,"Now, because it is a positive term, you have to add it to the x^3.",126,STRATEGIZING,None
24128,volunteer,"You do not need to add it, but we continue distributing",127,STRATEGIZING,None
24128,volunteer,Because in this case we add like terms.,128,STRATEGIZING,None
24128,volunteer,Now what are the next terms we distribute?,129,PROMPTING_NEXT_STEP,None
24128,student,4x-7,130,None,None
24128,volunteer,Not quite... the 7 is in the same polynomial as 4x. Remember that we distribute to the OTHER binomial,131,FEEDBACK_INCORRECT,EXPLAINING_PROCEDURAL
24128,student,but we distibute x+3 to the poly nomial,132,None,None
24128,volunteer,"yes, but remember how we distributed x^2 to x and 3?",133,EXPLAINING_PROCEDURAL,None
24128,volunteer,what do we distribute that is in the polynomial that contains x^2 in it to x+3 now?,134,PROMPTING_NEXT_STEP,None
24128,student,yes I already know but is it supposed to be,135,None,None
24128,student,x,136,None,None
24128,volunteer,"yes, you distribute what term to x though?",137,PROMPTING_NEXT_STEP,None
24128,student,4x,138,None,None
24128,volunteer,Nice! So what do you get?,139,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,4x^2,140,None,None
24128,volunteer,great job! what is the next term to distribute to 4x?,141,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,3,142,None,None
24128,student,12x,143,None,None
24128,volunteer,Great job! You have almost got the hang of it!,144,FEEDBACK_CORRECT,ENCOURAGING
24128,volunteer,"Now, what is the last term we distribute to x and 3? Can you tell me what the terms are after distributing them?",145,PROMPTING_NEXT_STEP,None
24128,student,"-7x,-21",146,None,None
24128,volunteer,"Close, but can you tell me how you got the negative signs?",147,FEEDBACK_INCORRECT,PROMPTING_SELF_EXPLANATION
24128,student,because -7 times x equals -7x,148,None,None
24128,student,and -21 is 3 times -7,149,None,None
24128,volunteer,"On my board i wrote <LOCATION> and +3, does it show up as negative for you?",150,TECHNICAL_ISSUES,None
24128,student,its -7,151,None,None
24128,student,yes,152,None,None
24128,volunteer,"Assuming if it is negative, you are correct then! Good job!",153,FEEDBACK_CORRECT,None
24128,student,"7x, 21",154,None,None
24128,volunteer,If it is positive that is the correct answer.,155,FEEDBACK_CORRECT,None
24128,volunteer,So now,156,None,None
24128,volunteer,i wrote the positives as the answer,157,None,None
24128,volunteer,"So here, do we continue distributing now, or are we done?",158,PROMPTING_NEXT_STEP,None
24128,student,we are done,159,None,None
24128,volunteer,"Great, so what is the next step you should take to get the answer?",160,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,student,add,161,None,None
24128,student,the like terms,162,None,None
24128,volunteer,"Great, can you add it for me? let me know what you get :)",163,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,volunteer,Have you completed the addition of the like terms?,164,PROMPTING_NEXT_STEP,None
24128,student,yes,165,None,None
24128,volunteer,What did you get?,166,PROMPTING_NEXT_STEP,None
24128,student,i dont know how to add the single x to it,167,None,None
24128,volunteer,Which x in particular?,168,ASKING_TO_CLARIFY_CONTEXT,None
24128,student,everything,169,None,None
24128,student,12x,170,None,None
24128,volunteer,so you are having trouble adding the like terms?,171,PROBING_UNDERSTAND,None
24128,volunteer,all of them?,172,None,None
24128,student,and the x^3,173,None,None
24128,student,yes,174,None,None
24128,volunteer,Ok so let's look at the terms?,175,None,None
24128,volunteer,Do you see any other x^3's beside the first one?,176,PROMPTING_NEXT_STEP,None
24128,student,no,177,None,None
24128,volunteer,"Ok, so what do you think you should do with the x^3?",178,PROMPTING_NEXT_STEP,None
24128,student,add the the 3x^2,179,None,None
24128,volunteer,Hmm.. are they like terms?,180,FEEDBACK_NEUTRAL,PROMPTING_NEXT_STEP
24128,student,no,181,None,None
24128,volunteer,You stated earlier that we must add the like terms?,182,REVOICING,None
24128,volunteer,"Since these terms are not like terms, do you think we should add them?",183,GIVING_HINT,PROMPTING_NEXT_STEP
24128,student,yes,184,None,None
24128,student,no,185,None,None
24128,volunteer,"A like term is defined as having the same degree, for example x^3 can be added with 4x^3 but not x^2",186,EXPLAINING_CONCEPTUAL,None
24128,volunteer,Since they are not having the same degree,187,EXPLAINING_CONCEPTUAL,None
24128,student,but they can,188,None,None
24128,student,because my teacher said,189,None,None
24128,student,if they have the same base you cna add the exponents,190,None,None
24128,volunteer,You sure your teacher said that?,191,ASKING_TO_CLARIFY_CONTEXT,None
24128,volunteer,You cannot add the exponents if the bases are equal,192,EXPLAINING_CONCEPTUAL,None
24128,student,and if they have thte same exponent you can add the bases,193,None,None
24128,volunteer,Yes,194,FEEDBACK_CORRECT,None
24128,volunteer,Exactly there you go,195,FEEDBACK_CORRECT,None
24128,volunteer,If they have the same exponent you add the bases,196,EXPLAINING_CONCEPTUAL,None
24128,student,ok,197,None,None
24128,volunteer,you cannot do it the other way,198,EXPLAINING_CONCEPTUAL,None
24128,volunteer,so do you see any terms with the same exponent?,199,PROMPTING_NEXT_STEP,None
24128,student,my side of the board is very messy so I cant tell,200,None,None
24128,volunteer,can you see my board?,201,None,None
24128,volunteer,you can look at my board if you would like,202,None,None
24128,student,how,203,None,None
24128,volunteer,If you are unable to see my board,204,TECHNICAL_ISSUES,None
24128,volunteer,well it erased,205,TECHNICAL_ISSUES,None
24128,student,oh what happened,206,None,None
24128,volunteer,"Im not sure, i can write it back on, dw!",207,TECHNICAL_ISSUES,None
24128,volunteer,Can you see my board?,208,None,None
24128,volunteer,"if not, the expanded polynomial right now is x^3+3x^2+4x^2+12x+7x+21",209,None,None
24128,volunteer,Can you tell me the like terms in this expression?,210,PROMPTING_NEXT_STEP,None
24128,student,the answer id,211,None,None
24128,student,x^3+7x^2+19x+21,212,None,None
24128,student,?,213,None,None
24128,volunteer,nice job! that is the correct answer!,214,FEEDBACK_CORRECT,None
24128,volunteer,"Can you summarize the steps that we used to solve this problem? i know it was a long and hefty task, but the more engaged you learn a topic, the more successful you are at it!",215,PROMPTING_SELF_EXPLANATION,ENCOURAGING
24128,student,distrubute,216,None,None
24128,student,the X+3 to the poly nomials,217,None,None
24128,student,and then add the like terms,218,None,None
24128,volunteer,"Perfect! now using your understanding, <SCHOOL> practice test?",219,FEEDBACK_CORRECT,ENCOURAGING
24128,student,ok,220,None,None
24128,volunteer,Let me know when you get your answer!,221,PROMPTING_NEXT_STEP,None
24128,student,is it that,222,None,None
24128,volunteer,Let me check,223,None,None
24128,volunteer,"Perfect, AWESOME! You nailed it! The answer is correct!",224,FEEDBACK_CORRECT,None
24128,volunteer,You have proven you have solid understanding of this concept!,225,PRAISING_TRAITS,None
24128,volunteer,Want to move on to the next one?,226,None,None
24128,student,no its ok,227,None,None
24128,student,actually,228,None,None
24128,student,yes please,229,None,None
24128,volunteer,Sure! Let's keep going!,230,None,None
24128,volunteer,<SCHOOL>!,231,None,None
24128,student,is this it,232,None,None
24128,volunteer,let me check,233,None,None
24128,volunteer,"No, not really",234,FEEDBACK_INCORRECT,None
24128,volunteer,What do you do when you see X+Y?,235,PROMPTING_NEXT_STEP,None
24128,volunteer,What do you assume to do when you are adding the x and Y polynomials,236,PROMPTING_NEXT_STEP,None
24128,student,add the two expression,237,None,None
24128,student,its wrong???,238,None,None
24128,volunteer,Yes,239,FEEDBACK_INCORRECT,None
24128,volunteer,So,240,None,None
24128,volunteer,Yea,241,None,None
24128,student,can you show me where,242,None,None
24128,volunteer,sure,243,None,None
24128,student,I put 8w^2-7w+7,244,None,None
24128,volunteer,"My connection is very slow right now, please wait.",245,TECHNICAL_ISSUES,None
24128,volunteer,That is the correct answer,246,FEEDBACK_CORRECT,None
24128,volunteer,However when you did the math I saw an extra w^2 which threw me off,247,CORRECTING_OWN_ERROR,None
24128,student,oh yes I was still solving,248,None,None
24128,volunteer,Oh ok,249,None,None
24128,volunteer,"Great job, that is the right answer though!",250,FEEDBACK_CORRECT,None
24128,student,thank you,251,None,None
24128,student,this is the one I was talking about,252,None,None
24128,student,I have no idea how to do it,253,None,None
24128,volunteer,"No problem, you are a great learner!",254,PRAISING_TRAITS,None
24128,volunteer,Alright.,255,None,None
24128,volunteer,Let me take a look at this one,256,STRATEGIZING,None
24128,volunteer,"Ok, so what are the important things we should know in the word problem",257,PROMPTING_NEXT_STEP,None
24128,student,"9000, 3/5",258,None,None
24128,volunteer,"Ok, so we know that there <COURSE> illiterate people",259,STRATEGIZING,None
24128,volunteer,and we must decrease them by 3/5,260,STRATEGIZING,None
24128,volunteer,out of 5 people 3 people are able to read again,261,STRATEGIZING,None
24128,volunteer,so how many people are unable to read still? out of 5,262,PROMPTING_NEXT_STEP,None
24128,student,3600,263,None,None
24128,volunteer,"yes, after 1 <COURSE> people are unable to read, but",264,None,None
24128,volunteer,we are supposed to make an equation that states how many people are unable to read after t years,265,STRATEGIZING,None
24128,volunteer,so,266,None,None
24128,volunteer,"to answer my question, lets assume there are 5 illiterate people in the start",267,STRATEGIZING,GIVING_EXAMPLE
24128,volunteer,"if 3 out of the 5 are recovered, how many are left illiterate?",268,PROMPTING_NEXT_STEP,None
24128,student,2,269,None,None
24128,volunteer,"yes, so the fraction for teh amount of illiterate people left is 2/5",270,EXPLAINING_PROCEDURAL,None
24128,volunteer,"now, we start <COURSE> people right?",271,None,None
24128,student,yes,272,None,None
24128,volunteer,after the first year there are 2/5 of <COURSE> people left,273,None,None
24128,volunteer,so how many people will be there,274,PROMPTING_NEXT_STEP,None
24128,student,3600,275,None,None
24128,volunteer,"exactly! now if another year passes, there will be another 2/5 people from <COURSE> still left illiterate",276,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
24128,volunteer,how much is that?,277,PROMPTING_NEXT_STEP,None
24128,student,1440,278,None,None
24128,volunteer,nice job! so now you have a hold of the scenario.,279,FEEDBACK_CORRECT,None
24128,volunteer,"now to make a function that represents this change, lets think about the equation we initially made",280,STRATEGIZING,None
24128,volunteer,so remember when i <COURSE> * 2/5 is what we need to find the population of illiterate people after 1 year?,281,STRATEGIZING,None
24128,volunteer,so after 2 years what do you think will be the equation for that?,282,PROMPTING_NEXT_STEP,None
24128,student,9000/(3/5)t),283,None,None
24128,student,9000/0.4,284,None,None
24128,student,9000x0.4,285,None,None
24128,volunteer,"no no, not exactly.",286,FEEDBACK_INCORRECT,None
24128,volunteer,that is for one year,287,EXPLAINING_CONCEPTUAL,None
24128,volunteer,9000*2/5 <COURSE> in one year,288,EXPLAINING_CONCEPTUAL,None
24128,student,9000/(2/5)t),289,None,None
24128,volunteer,"so what do you think would make it smaller, if we multiply it by 2/5 again, that makes it smaller right?",290,PROMPTING_NEXT_STEP,GIVING_HINT
24128,volunteer,so what will be the equation for 2 years?,291,PROMPTING_NEXT_STEP,None
24128,volunteer,if you divide it by 2/5 it makes the number bigger,292,EXPLAINING_CONCEPTUAL,None
24128,student,I put times,293,None,None
24128,volunteer,its a dash u put,294,None,None
24128,student,no before that,295,None,None
24128,volunteer,"yes, howvever that is only for one year",296,FEEDBACK_INCORRECT,None
24128,student,I was trying to add to it,297,None,None
24128,volunteer,what do you think it is for two years,298,PROMPTING_NEXT_STEP,None
24128,student,9000x(0.4t),299,None,None
24128,volunteer,if you multiply it again you will <COURSE> right?,300,FEEDBACK_NEUTRAL,None
24128,volunteer,close,301,FEEDBACK_INCORRECT,None
24128,student,9000x(0.4x2),302,None,None
24128,student,thats the equation,303,None,None
24128,student,9000x(0.4t) is the equation,304,None,None
24128,volunteer,but you are multiplying  2/5 the amount of times you multiplying 2/5,305,EXPLAINING_PROCEDURAL,None
24128,volunteer,so what does it mean when you are multiplying a number by its same number?,306,PROMPTING_NEXT_STEP,None
24128,student,its the same thing,307,None,None
24128,student,it will be t^2,308,None,None
24128,student,but how is it the same,309,None,None
24128,volunteer,yes but in this case,310,None,None
24128,volunteer,you are multiplying 2/5 and to figure out the amount of times you will be multiplying it,311,EXPLAINING_PROCEDURAL,None
24128,volunteer,its the amount of years,312,EXPLAINING_PROCEDURAL,None
24128,volunteer,if one year is n * (2/5),313,EXPLAINING_PROCEDURAL,None
24128,volunteer,what is two years?,314,PROMPTING_NEXT_STEP,None
24128,student,2,315,None,None
24128,volunteer,no no,316,FEEDBACK_INCORRECT,None
24128,student,1400,317,None,None
24128,student,1440,318,None,None
24128,volunteer,yes,319,FEEDBACK_CORRECT,None
